OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
5022,Theft,3300 BLK OF ALLENDALE ST,6,2023-03-24T16:57:00,SHERADEN,2022,-80.06262788,40.45710117
5023,Aggravated Assault,1700 BLK OF LETSCHE ST,1,2023-03-24T16:53:00,FINEVIEW,2509,-80.00808427,40.46142523
5024,Aggravated Assault,400 BLK OF S MAIN ST,6,2023-03-24T15:13:00,WEST END,5626,-80.03338638,40.44165108
5025,Theft,300 BLK OF S 9TH ST,3,2023-03-24T15:00:00,SOUTH SIDE FLATS,1702,-79.98902834,40.43041164
5026,Theft,1800 BLK OF MURRAY AVE,4,2023-03-24T14:41:00,SQUIRREL HILL SOUTH,1413,-79.92301193,40.43617796
5027,Theft from Vehicle,1600 BLK OF 5TH AVE,2,2023-03-24T14:28:00,BLUFF,103,-79.98386147,40.4382564
5028,Theft,2500 BLK OF PENN AVE,2,2023-03-24T14:28:00,STRIP DISTRICT,203,-79.97880952,40.45492361
5029,Theft,400 BLK OF SMITHFIELD ST,2,2023-03-24T14:02:00,CENTRAL BUSINESS DISTRICT,201,-79.9990625,40.43920592
5030,Theft from Vehicle,200 BLK OF PROSPECT ST,3,2023-03-24T12:59:00,MOUNT WASHINGTON,1914,-80.01132151,40.42826348
5031,Theft from Vehicle,500 BLK OF NATCHEZ ST,3,2023-03-24T11:54:00,MOUNT WASHINGTON,1914,-80.01287072,40.4273259
5032,Theft,100 BLK OF JUCUNDA ST,3,2023-03-24T11:54:00,KNOXVILLE,3001,-79.98948606,40.41751604
5033,Theft from Vehicle,100 BLK OF SOUTHERN AVE,3,2023-03-24T11:43:00,MOUNT WASHINGTON,1914,-80.00887211,40.42808376
5034,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-24T11:25:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
5035,Burglary,3000 BLK OF CAKE WAY,1,2023-03-24T04:15:00,MARSHALL-SHADELAND,2715,-80.03147188,40.47151135
5036,Theft,300 BLK OF 5TH AVE,2,2023-03-24T01:11:00,CENTRAL BUSINESS DISTRICT,201,-79.99971424,40.44070654
5037,Theft,7200 BLK OF SUSQUEHANNA ST,5,2023-03-23T21:00:00,HOMEWOOD SOUTH,1303,-79.89770295,40.45331984
5038,Theft,2000 BLK OF WHARTON ST,3,2023-03-23T21:00:00,SOUTH SIDE FLATS,1702,-79.97660708,40.43113193
5039,Theft,1200 BLK OF ITIN ST,1,2023-03-23T20:09:00,SPRING HILL-CITY VIEW,2620,-79.99109651,40.4621905
5040,Robbery,CEDAR AVE & LOCKHART ST,1,2023-03-23T19:00:00,ALLEGHENY CENTER,5627,-80.00131983,40.4521491
5041,Aggravated Assault,CEDAR AVE & LOCKHART ST,1,2023-03-23T19:00:00,ALLEGHENY CENTER,5627,-80.00131983,40.4521491
5042,Theft,2000 BLK OF WHARTON ST,3,2023-03-23T18:00:00,SOUTH SIDE FLATS,1702,-79.97682489,40.43003756
5043,Theft,1000 BLK OF FREEPORT RD,5,2023-03-23T17:11:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89155516,40.4887933
5044,Theft,1700 BLK OF PENN AVE,2,2023-03-23T16:49:00,STRIP DISTRICT,203,-79.9858633,40.450101
5045,Theft,900 BLK OF FREEPORT RD,5,2023-03-23T16:45:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
5046,Theft,900 BLK OF FREEPORT RD,5,2023-03-23T16:40:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
5047,Theft,400 BLK OF 7TH AVE,2,2023-03-23T16:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99628197,40.44289341
5048,Theft,800 BLK OF CHARTIERS AVE,6,2023-03-23T15:10:00,ELLIOTT,5626,-80.03947199,40.44309008
5049,Theft,500 BLK OF LARIMER AVE,5,2023-03-23T14:00:00,LARIMER,1204,-79.91376,40.465418
5050,Burglary,4800 BLK OF BROAD ST,5,2023-03-23T13:00:00,GARFIELD,1017,-79.94539041,40.46702954
5051,Theft,6400 BLK OF STATION ST,5,2023-03-23T12:15:00,EAST LIBERTY,1115,-79.919071,40.46113
5052,Burglary,100 BLK OF BRAHM ST,1,2023-03-23T02:35:00,SPRING HILL-CITY VIEW,2620,-79.99844882,40.46462143
5053,Theft from Vehicle,300 BLK OF LA BELLE ST,3,2023-03-23T00:15:00,ALLENTOWN,1803,-79.99247,40.421653
5054,Theft,500 BLK OF LINIAL AVE,6,2023-03-22T23:50:00,BROOKLINE,1917,-80.0065074,40.40839983
5055,Burglary,100 BLK OF LINNVIEW AVE,3,2023-03-22T21:25:00,CARRICK,2902,-79.98694609,40.40316663
5056,Theft,6400 BLK OF PENN AVE,5,2023-03-22T21:15:00,EAST LIBERTY,1115,-79.91732668,40.45911048
5057,Theft,1900 BLK OF WHARTON ST,3,2023-03-22T18:37:00,SOUTH SIDE FLATS,1702,-79.97830737,40.43143415
5058,Theft from Vehicle,100 BLK OF LA BELLE ST,3,2023-03-22T17:54:00,MOUNT WASHINGTON,1903,-80.015606,40.435213
5059,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-22T17:51:00,CENTRAL BUSINESS DISTRICT,201,-79.99703941,40.44212247
5060,Theft,500 BLK OF N HIGHLAND AVE,5,2023-03-22T17:02:00,EAST LIBERTY,1115,-79.927629,40.463314
5061,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-22T12:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99707629,40.44193531
5062,Theft,<100 BLK OF CUSHMAN ST,3,2023-03-22T11:32:00,MOUNT WASHINGTON,1807,-80.00454708,40.42672115
5063,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-22T11:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
5064,Burglary,1500 BLK OF 5TH AVE,2,2023-03-22T06:16:00,BLUFF,103,-79.98483037,40.43830082
5065,Theft,5200 BLK OF BUTLER ST,2,2023-03-21T23:30:00,UPPER LAWRENCEVILLE,1011,-79.9545483,40.47981314
5066,Burglary,3600 BLK OF BRIGHTON RD,1,2023-03-21T23:16:00,BRIGHTON HEIGHTS,2708,-80.03333536,40.48158495
5067,Shooting (Non Fatal),900 BLK OF INDUSTRY ST,3,2023-03-21T22:43:00,ALLENTOWN,1803,-79.99003091,40.42070417
5068,Theft,100 BLK OF DILWORTH ST,3,2023-03-21T22:02:00,MOUNT WASHINGTON,1914,-80.01216483,40.42558399
5069,Theft,1800 BLK OF WEST LIBERTY AVE,6,2023-03-21T21:43:00,BROOKLINE,1917,-80.018334,40.40597803
5070,Theft from Vehicle,2100 BLK OF WEBSTER AVE,2,2023-03-21T20:54:00,MIDDLE HILL,501,-79.98046474,40.44609475
5071,Theft,1100 BLK OF LINCOLN AVE,5,2023-03-21T19:11:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
5072,Theft,1300 BLK OF E CARSON ST,3,2023-03-21T18:20:00,SOUTH SIDE FLATS,1702,-79.98510798,40.42857641
5073,Vehicle Theft,300 BLK OF 6TH AVE,2,2023-03-21T18:20:00,CENTRAL BUSINESS DISTRICT,201,-79.99847,40.442128
5074,Theft from Vehicle,200 BLK OF HALLOCK ST,3,2023-03-21T18:00:00,DUQUESNE HEIGHTS,1911,-80.018372,40.43422475
5075,Theft from Vehicle,400 BLK OF HALLOCK ST,3,2023-03-21T17:20:00,DUQUESNE HEIGHTS,1911,-80.01929904,40.43123663
5076,Theft,1ST AVE & MUNICIPAL COURTS DR,2,2023-03-21T16:15:00,CENTRAL BUSINESS DISTRICT,103,-79.99509845,40.43518219
5077,Theft,300 BLK OF FERN ST  ,5,2023-03-21T15:30:00,GARFIELD,1016,-79.93443,40.470711
5078,Theft,1100 BLK OF MULDOWNEY AVE,4,2023-03-21T15:00:00,LINCOLN PLACE,3102,-79.91697192,40.36860123
5079,Burglary,700 BLK OF MANILLA ST,2,2023-03-21T14:01:00,CRAWFORD-ROBERTS,305,-79.98645768,40.44536001
5080,Theft,700 BLK OF MANILLA ST,2,2023-03-21T14:01:00,CRAWFORD-ROBERTS,305,-79.98645768,40.44536001
5081,Theft,4200 BLK OF 5TH AVE,4,2023-03-21T13:54:00,NORTH OAKLAND,9822,-79.95319333,40.44430229
5082,Theft,1800 BLK OF MORNINGSIDE AVE,5,2023-03-21T13:30:00,MORNINGSIDE,1014,-79.92682171,40.48649859
5083,Theft from Vehicle,W SYCAMORE ST & BIGHAM ST,3,2023-03-21T12:53:00,MOUNT WASHINGTON,1903,-80.01519184,40.43304462
5084,Theft from Vehicle,300 BLK OF MERIDAN ST,3,2023-03-21T11:45:00,DUQUESNE HEIGHTS,1911,-80.01985155,40.43347874
5085,Theft from Vehicle,600 BLK OF WILLIAM PENN PL,2,2023-03-21T09:18:00,CENTRAL BUSINESS DISTRICT,201,-79.99630586,40.44141401
5086,Theft,2200 BLK OF WOODWARD AVE,6,2023-03-21T06:08:00,BROOKLINE,1917,-80.02202137,40.40097772
5087,Burglary,2200 BLK OF WOODWARD AVE,6,2023-03-21T06:08:00,BROOKLINE,1917,-80.02202137,40.40097772
5088,Aggravated Assault,BEDFORD AVE & WEBSTER AVE,2,2023-03-21T03:34:00,MIDDLE HILL,506,-79.9649249,40.45288318
5089,Theft,<100 BLK OF MARKET ST,2,2023-03-21T01:00:00,CENTRAL BUSINESS DISTRICT,201,-80.004369,40.438026
5090,Robbery,7100 BLK OF FORMOSA WAY,5,2023-03-20T22:30:00,HOMEWOOD SOUTH,1303,-79.898121,40.455495
5091,Theft,2700 BLK OF E CARSON ST,3,2023-03-20T21:45:00,SOUTH SIDE FLATS,1609,-79.9666983,40.42715493
5092,Theft,2700 BLK OF E CARSON ST,3,2023-03-20T21:45:00,SOUTH SIDE FLATS,1609,-79.9666983,40.42715493
5093,Theft,200 BLK OF N SHORE DR,1,2023-03-20T21:40:00,NORTH SHORE,2205,-80.007555,40.44636
5094,Theft,7600 BLK OF PENN AVE,4,2023-03-20T21:40:00,POINT BREEZE NORTH,1405,-79.89371129,40.44705334
5095,Theft from Vehicle,100 BLK OF PASADENA ST,3,2023-03-20T20:54:00,MOUNT WASHINGTON,1807,-80.0018741,40.42271457
5096,Burglary,200 BLK OF WOOSTER ST,2,2023-03-20T20:49:00,MIDDLE HILL,501,-79.97902046,40.44607561
5097,Theft,200 BLK OF WOOSTER ST,2,2023-03-20T20:49:00,MIDDLE HILL,501,-79.97902046,40.44607561
5098,Theft,600 BLK OF S NEGLEY AVE,4,2023-03-20T19:40:00,SHADYSIDE,705,-79.9326725,40.45532629
5099,Vehicle Theft,DICKSON ST & SHADELAND AVE,1,2023-03-20T19:25:00,MARSHALL-SHADELAND,2715,-80.03029949,40.4697712
5100,Theft,<100 BLK OF S 17TH ST,3,2023-03-20T18:20:00,SOUTH SIDE FLATS,1702,-79.98202427,40.43079154
5101,Burglary,1600 BLK OF BROWNSVILLE RD,3,2023-03-20T18:03:00,CARRICK,2901,-79.98922621,40.39903106
5102,Aggravated Assault,2100 BLK OF SOMERS DR,2,2023-03-20T15:35:00,BEDFORD DWELLINGS,509,-79.976903,40.449822
5103,Burglary,2900 BLK OF BEDFORD AVE,2,2023-03-20T15:30:00,BEDFORD DWELLINGS,509,-79.9682482,40.45275821
5104,Burglary,700 BLK OF FISHER ST,3,2023-03-20T14:55:00,ST. CLAIR,5617,-79.9759255,40.41152906
5105,Theft,1800 BLK OF FORBES AVE,2,2023-03-20T11:30:00,BLUFF,103,-79.98125254,40.43757262
5106,Theft,300 BLK OF BROWNSVILLE RD,3,2023-03-20T08:40:00,KNOXVILLE,3001,-79.98835945,40.41428949
5107,Theft,1700 BLK OF MURRAY AVE,4,2023-03-20T04:30:00,SQUIRREL HILL SOUTH,1413,-79.92315141,40.43791694
5108,Aggravated Assault,800 BLK OF E WARRINGTON AVE,3,2023-03-20T01:52:00,ALLENTOWN,1803,-79.9934665,40.42217005
5109,Theft,900 BLK OF CEDAR AVE,1,2023-03-20T01:47:00,EAST ALLEGHENY,5632,-80.00206958,40.45529102
5110,Theft,1100 BLK OF LINCOLN AVE,5,2023-03-20T00:05:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
5111,Shooting (Non Fatal),5400 BLK OF PENN AVE,5,2023-03-19T23:33:00,FRIENDSHIP,807,-79.93419603,40.46435489
5112,Theft,1300 BLK OF BREINING ST,6,2023-03-19T23:25:00,BROOKLINE,1918,-80.01000183,40.39068819
5113,Theft,7600 BLK OF PENN AVE,4,2023-03-19T23:05:00,POINT BREEZE NORTH,1405,-79.89371129,40.44705334
5114,Theft,500 BLK OF TRIPOLI ST,1,2023-03-19T22:55:00,EAST ALLEGHENY,5632,-80.00093692,40.45624998
5115,Theft,1000 BLK OF PENN AVE,2,2023-03-19T22:36:00,CENTRAL BUSINESS DISTRICT,201,-79.99489044,40.44421948
5116,Aggravated Assault,2300 BLK OF PARK HILL DR,5,2023-03-19T21:12:00,EAST HILLS,1306,-79.87448478,40.45462072
5117,Robbery,2300 BLK OF PARK HILL DR,5,2023-03-19T21:12:00,EAST HILLS,1306,-79.87448478,40.45462072
5118,Theft from Vehicle,5200 BLK OF HILLCREST ST,5,2023-03-19T20:08:00,GARFIELD,1016,-79.9399691,40.46858738
5119,Theft,5600 BLK OF CENTRE AVE,4,2023-03-19T17:45:00,SHADYSIDE,709,-79.93436528,40.45660544
5120,Theft,2900 BLK OF BEDFORD AVE,2,2023-03-19T17:39:00,BEDFORD DWELLINGS,509,-79.96674492,40.45332497
5121,Theft from Vehicle,3400 BLK OF WEBSTER AVE,2,2023-03-19T16:56:00,UPPER HILL,506,-79.9607761,40.45589737
5122,Theft,5200 BLK OF PENN AVE,5,2023-03-19T15:45:00,BLOOMFIELD,809,-79.94060558,40.46446289
5123,Vehicle Theft,5000 BLK OF KINCAID ST,5,2023-03-19T15:07:00,GARFIELD,1017,-79.94256938,40.46738595
5124,Theft from Vehicle,1800 BLK OF BLVD OF THE ALLIES ,2,2023-03-19T14:35:00,BLUFF,103,-79.98013542,40.43613387
5125,Burglary,700 BLK OF ARCH ST,1,2023-03-19T12:38:00,ALLEGHENY CENTER,5627,-80.00857752,40.45239837
5126,Theft,100 BLK OF BANNER WAY,2,2023-03-19T12:25:00,CENTRAL LAWRENCEVILLE,901,-79.96328719,40.47142596
5127,Shooting (Non Fatal),FRANKSTOWN AVE & BRUSHTON AVE,5,2023-03-19T08:12:00,HOMEWOOD SOUTH,1304,-79.8880931,40.45552646
5128,Aggravated Assault,ECKERT ST & LECKY AVE,1,2023-03-19T07:15:00,MARSHALL-SHADELAND,2715,-80.03653408,40.47176172
5129,Theft,200 BLK OF NORTH SHORE DR,1,2023-03-19T05:19:00,NORTH SHORE,9812,-80.00755481,40.44636014
5130,Theft,2200 BLK OF WASHINGTON PIKE,2,2023-03-19T04:22:00,UPPER LAWRENCEVILLE,1011,-79.953799,40.478479
5131,Theft,600 BLK OF SMITHFIELD ST,2,2023-03-19T03:47:00,CENTRAL BUSINESS DISTRICT,201,-79.99707629,40.44193531
5132,Theft,1600 BLK OF E CARSON ST,3,2023-03-19T03:35:00,SOUTH SIDE FLATS,1702,-79.98254564,40.42900976
5133,Theft,4100 BLK OF BUTLER ST,2,2023-03-18T23:20:00,CENTRAL LAWRENCEVILLE,901,-79.961515,40.469534
5134,Robbery,2100 BLK OF SONNY ST,5,2023-03-18T22:50:00,EAST HILLS,1306,-79.87189709,40.45080384
5135,Theft,2600 BLK OF 5TH AVE,4,2023-03-18T22:00:00,WEST OAKLAND,402,-79.96593765,40.437211
5136,Theft from Vehicle,500 BLK OF ROSS ST,2,2023-03-18T20:50:00,CENTRAL BUSINESS DISTRICT,201,-79.99488221,40.43971815
5137,Vehicle Theft,500 BLK OF BIGELOW ST,4,2023-03-18T17:03:00,HAZELWOOD,5629,-79.9393889,40.41880395
5138,Theft,700 BLK OF MOREWOOD AVE,4,2023-03-18T16:00:00,SHADYSIDE,709,-79.94237473,40.44943517
5139,Theft,400 BLK OF 32ND ST,2,2023-03-18T15:15:00,POLISH HILL,605,-79.96727758,40.45961972
5140,Vehicle Theft,5200 BLK OF CARNEGIE ST,2,2023-03-18T14:24:00,UPPER LAWRENCEVILLE,1011,-79.95316689,40.48023514
5141,Theft,400 BLK OF CATHEDRAL AVE,3,2023-03-18T13:15:00,MT. OLIVER,5617,-79.98060232,40.41179032
5142,Aggravated Assault,2300 BLK OF E CARSON ST,3,2023-03-18T09:02:00,SOUTH SIDE FLATS,1609,-79.97192112,40.42853805
5143,Vehicle Theft,600 BLK OF SMITHFIELD ST,2,2023-03-18T07:45:00,CENTRAL BUSINESS DISTRICT,201,-79.99770548,40.44258313
5144,Aggravated Assault,1700 BLK OF 5TH AVE,2,2023-03-18T05:43:00,CRAWFORD-ROBERTS,305,-79.982216,40.438584
5145,Aggravated Assault,AUBURN ST & INDIANA WAY,5,2023-03-18T03:16:00,LARIMER,1208,-79.91712662,40.46417482
5146,Theft from Vehicle,600 BLK OF CHESTER AVE,1,2023-03-18T01:40:00,PERRY SOUTH,2614,-80.01680384,40.46604395
5147,Theft,3000 BLK OF SHADELAND AVE,1,2023-03-18T01:12:00,MARSHALL-SHADELAND,2715,-80.0307529,40.47184461
5148,Theft,100 BLK OF AUBURN ST,5,2023-03-18T00:30:00,LARIMER,1208,-79.91703443,40.46433336
5149,Theft,1200 BLK OF MOHLER ST,5,2023-03-17T23:25:00,HOMEWOOD NORTH,1301,-79.88732332,40.45900273
5150,Theft,1400 BLK OF ALTON ST,6,2023-03-17T23:01:00,BEECHVIEW,1916,-80.02127779,40.41282369
5151,Burglary,1400 BLK OF ALTON ST,6,2023-03-17T23:01:00,BEECHVIEW,1916,-80.02127779,40.41282369
5152,Theft,6400 BLK OF STATION ST,5,2023-03-17T22:45:00,EAST LIBERTY,1115,-79.919071,40.46113
5153,Theft from Vehicle,HOWARD ST & E NORTH AVE,1,2023-03-17T21:45:00,EAST ALLEGHENY,5632,-79.99923238,40.4568392
5154,Theft from Vehicle,400 BLK OF E BURGESS ST,1,2023-03-17T19:39:00,PERRY SOUTH,2614,-80.00476973,40.46870555
5155,Theft,5700 BLK OF PENN AVE,5,2023-03-17T17:49:00,EAST LIBERTY,1115,-79.9288,40.462574
5156,Theft,100 BLK OF S BOUQUET ST,4,2023-03-17T17:09:00,CENTRAL OAKLAND,405,-79.957383,40.441418
5157,Theft,2200 BLK OF WHITE HILL DR,2,2023-03-17T17:05:00,BEDFORD DWELLINGS,509,-79.979015,40.448816
5158,Theft,400 BLK OF PARKLOW ST,3,2023-03-17T16:44:00,KNOXVILLE,3001,-79.99584899,40.41313445
5159,Burglary,400 BLK OF PARKLOW ST,3,2023-03-17T16:44:00,KNOXVILLE,3001,-79.99584899,40.41313445
5160,Theft,3700 BLK OF FORBES AVE,4,2023-03-17T16:19:00,CENTRAL OAKLAND,405,-79.95736833,40.44102425
5161,Theft,200 BLK OF ATWOOD ST,4,2023-03-17T16:04:00,CENTRAL OAKLAND,405,-79.95704672,40.44091562
5162,Aggravated Assault,ROUTE 65 RTE & MARSHALL AVE RAMP,1,2023-03-17T07:45:00,MARSHALL-SHADELAND,2704,-80.028458,40.463789
5163,Theft,6200 BLK OF PENN AVE,4,2023-03-17T03:20:00,SHADYSIDE,708,-79.92264129,40.46031631
5164,Theft,1000 BLK OF LIBERTY AVE,2,2023-03-17T03:05:00,CENTRAL BUSINESS DISTRICT,201,-79.99566666,40.44381041
5165,Theft,200 BLK OF ATWOOD ST,4,2023-03-17T01:51:00,CENTRAL OAKLAND,405,-79.95704672,40.44091562
5166,Vehicle Theft,800 BLK OF E OHIO ST,1,2023-03-17T01:26:00,EAST ALLEGHENY,5632,-79.99626584,40.4544953
5167,Robbery,5TH AVE & MOULTRIE ST,2,2023-03-17T01:21:00,BLUFF,402,-79.97442847,40.43802608
5168,Theft,200 BLK OF GLEN CALADH ST,4,2023-03-17T01:01:00,HAZELWOOD,5623,-79.94108603,40.40956383
5169,Theft,1200 BLK OF WINTERTON ST,5,2023-03-17T00:45:00,HIGHLAND PARK,1106,-79.91354975,40.47437489
5170,Robbery,5TH AVE & SMITHFIELD ST,2,2023-03-17T00:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99864593,40.44008562
5171,Theft,1900 BLK OF BROWNSVILLE RD,3,2023-03-17T00:10:00,CARRICK,2901,-79.9871716,40.39513491
5172,Robbery,5500 BLK OF COLUMBO ST,5,2023-03-16T22:45:00,GARFIELD,1114,-79.9305554,40.46912694
5173,Vehicle Theft,1500 BLK OF EDGEBROOK AVE,6,2023-03-16T22:33:00,BROOKLINE,1917,-80.00414781,40.40127195
5174,Theft,1000 BLK OF LIBERTY AVE,2,2023-03-16T21:54:00,CENTRAL BUSINESS DISTRICT,201,-79.99596848,40.4437326
5175,Theft,PENN AVE & N DALLAS AVE,4,2023-03-16T20:46:00,NORTH OAKLAND,404,-79.95297,40.446128
5176,Theft,6200 BLK OF PENN AVE,5,2023-03-16T19:29:00,EAST LIBERTY,1115,-79.92191009,40.46085426
5177,Theft,1800 BLK OF ARCENA ST,2,2023-03-16T18:00:00,CRAWFORD-ROBERTS,305,-79.98424694,40.44721532
5178,Burglary,1600 BLK OF BROWNSVILLE RD,3,2023-03-16T17:59:00,CARRICK,2901,-79.98922621,40.39903106
5179,Burglary,7200 BLK OF LEMINGTON AVE,5,2023-03-16T17:54:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.89459974,40.46693989
5180,Theft,600 BLK OF WILLIAM PENN PL,2,2023-03-16T16:44:00,CENTRAL BUSINESS DISTRICT,201,-79.99665821,40.4414051
5181,Theft,5600 BLK OF CENTRE AVE,4,2023-03-16T15:23:00,SHADYSIDE,709,-79.93436528,40.45660544
5182,Theft from Vehicle,N DITHRIDGE ST & CENTRE AVE,4,2023-03-16T12:17:00,NORTH OAKLAND,5620,-79.95334827,40.45148852
5183,Theft,300 BLK OF 45TH ST,2,2023-03-16T04:04:00,CENTRAL LAWRENCEVILLE,902,-79.95643159,40.47054297
5184,Theft from Vehicle,7400 BLK OF MT VERNON ST,5,2023-03-16T01:30:00,HOMEWOOD NORTH,1301,-79.889854,40.460131
5185,Theft,1400 BLK OF CHICAGO ST,1,2023-03-16T00:44:00,NORTHVIEW HEIGHTS,2609,-80.00024957,40.47950939
5186,Theft,800 BLK OF FREDERICKA DR,4,2023-03-16T00:18:00,HAZELWOOD,1515,-79.937275,40.402439
5187,Theft,6200 BLK OF PENN AVE,5,2023-03-15T23:30:00,EAST LIBERTY,1115,-79.92191009,40.46085426
5188,Burglary,600 BLK OF LILLIAN ST,3,2023-03-15T22:13:00,ALLENTOWN,1803,-79.99665688,40.41849631
5189,Theft,100 BLK OF COLOGNE ST,3,2023-03-15T21:55:00,ARLINGTON,5616,-79.96980703,40.41671405
5190,Aggravated Assault,1200 BLK OF FEDERAL ST,1,2023-03-15T20:50:00,CENTRAL NORTHSIDE,2206,-80.00666707,40.45654422
5191,Theft,2200 BLK OF SARAH ST,3,2023-03-15T19:45:00,SOUTH SIDE FLATS,1609,-79.9741627,40.42731062
5192,Burglary,100 BLK OF TARRAGONNA ST,3,2023-03-15T18:35:00,BON AIR,5624,-79.99703615,40.40955927
5193,Theft,100 BLK OF N CRAIG ST,4,2023-03-15T17:26:00,SQUIRREL HILL NORTH,1403,-79.9219,40.438242
5194,Theft,400 BLK OF FT DUQUENSE BLVD,3,2023-03-15T15:50:00,CARRICK,2904,-79.989402,40.390811
5195,Theft,4800 BLK OF LIBERTY AVE,5,2023-03-15T15:10:00,BLOOMFIELD,804,-79.94642274,40.4600248
5196,Burglary,1600 BLK OF E CARSON ST,3,2023-03-15T14:21:00,SOUTH SIDE FLATS,1702,-79.98221543,40.42897437
5197,Theft from Vehicle,100 BLK OF CRAIGHEAD ST,3,2023-03-15T13:30:00,MOUNT WASHINGTON,1807,-79.99829509,40.42336888
5198,Theft,2200 BLK OF BROADWAY AVE,6,2023-03-15T13:15:00,BEECHVIEW,1920,-80.03033333,40.40324899
5199,Theft,5600 BLK OF BAUM BLVD,5,2023-03-15T12:30:00,FRIENDSHIP,807,-79.93440674,40.45860692
5200,Theft from Vehicle,400 BLK OF KAMBACH ST,3,2023-03-15T12:00:00,MOUNT WASHINGTON,1807,-79.99928088,40.42606016
5201,Theft from Vehicle,400 BLK OF IBERIA ST,3,2023-03-15T11:39:00,MOUNT WASHINGTON,1807,-79.99992551,40.4242507
5202,Theft,2400 BLK OF RAILROAD ST,2,2023-03-15T11:00:00,STRIP DISTRICT,203,-79.98252454,40.45433367
5203,Robbery,500 BLK OF PENN AVE,2,2023-03-15T02:38:00,CENTRAL BUSINESS DISTRICT,201,-80.00248,40.442499
5204,Theft,2900 BLK OF GLASGOW ST,6,2023-03-15T01:54:00,SHERADEN,5625,-80.04880455,40.45699881
5205,Theft,6000 BLK OF CENTRE AVE,4,2023-03-14T22:50:00,SHADYSIDE,705,-79.92592306,40.45938814
5206,Theft,5500 BLK OF WALNUT ST,4,2023-03-14T21:47:00,SHADYSIDE,703,-79.93379082,40.45136435
5207,Theft,1900 BLK OF WYLIE AVE,2,2023-03-14T20:50:00,CRAWFORD-ROBERTS,305,-79.98128727,40.44381875
5208,Vehicle Theft,3100 BLK OF CORDELL PL,3,2023-03-14T18:50:00,ARLINGTON HEIGHTS,5616,-79.9616636,40.41820995
5209,Aggravated Assault,300 BLK OF TRAVELLA BLVD,5,2023-03-14T17:02:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.88812607,40.47139748
5210,Theft,6500 BLK OF LIVING PL,4,2023-03-14T16:24:00,SHADYSIDE,708,-79.91740296,40.45639171
5211,Burglary,4400 BLK OF CENTRE AVE,4,2023-03-14T15:30:00,NORTH OAKLAND,5620,-79.95357931,40.45117795
5212,Theft,400 BLK OF N HIGHLAND AVE,5,2023-03-14T14:03:00,EAST LIBERTY,1115,-79.92217164,40.46515781
5213,Theft,500 BLK OF TRIPOLI ST,1,2023-03-14T13:40:00,EAST ALLEGHENY,5632,-80.00093692,40.45624998
5214,Burglary,2800 BLK OF BEDFORD AVE,2,2023-03-14T09:44:00,BEDFORD DWELLINGS,509,-79.96869991,40.45335583
5215,Theft,100 BLK OF 11TH ST,2,2023-03-14T05:40:00,CENTRAL BUSINESS DISTRICT,201,-79.99325514,40.44469886
5216,Burglary,300 BLK OF FORT DUQUESNE BLVD,2,2023-03-14T02:40:00,CENTRAL BUSINESS DISTRICT,201,-80.00720459,40.44251116
5217,Shooting (Non Fatal),6200 BLK OF MEADOW ST,5,2023-03-14T01:44:00,LARIMER,1208,-79.91416219,40.46471809
5218,Theft,5600 BLK OF CENTRE AVE,4,2023-03-14T00:30:00,SHADYSIDE,709,-79.93436528,40.45660544
5219,Theft,1900 BLK OF TERMON AVE,1,2023-03-13T23:50:00,BRIGHTON HEIGHTS,2701,-80.0440231,40.48234079
5220,Burglary,2300 BLK OF ECCLES ST,3,2023-03-13T22:05:00,SOUTH SIDE SLOPES,1608,-79.97412265,40.41837796
5221,Homicide,BANKSVILLE RD & CRANE AVE,6,2023-03-13T20:48:00,BANKSVILLE,2023,-80.0299962,40.41590173
5222,Vehicle Theft,1800 BLK OF WESTMONT AVE,3,2023-03-13T20:45:00,CARRICK,2901,-79.98834474,40.3960157
5223,Theft from Vehicle,100 BLK OF S 19TH ST,3,2023-03-13T20:42:00,SOUTH SIDE FLATS,1702,-79.97958175,40.42632596
5224,Theft,7200 BLK OF KEDRON ST,5,2023-03-13T20:40:00,HOMEWOOD NORTH,1302,-79.89319092,40.46059539
